event_id;license_id;category;position
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;9399;Egyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;11392;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;8854;Egyes;33KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;15437;Egyes;33KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10938;Egyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;9397;Egyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;12590;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17615;Egyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18535;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19209;Egyes;33KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19281;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18782;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;22444;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19482;Egyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10621;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;22386;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;16938;Egyes;5
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19094;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;9342;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10616;Egyes;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19589;Egyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;12460;Egyes;33KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19592;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18431;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18014;Egyes;33KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;20536;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10760;Egyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;14753;Egyes;cs3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17027;Egyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17803;Egyes;33KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;11475;Egyes;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10628;Egyes;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19507;Egyes;65
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;9399;Páros;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;11392;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;8854;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;15437;Páros;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;9397;Páros;17KV
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17615;Páros;3
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18535;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19209;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19281;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18782;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;22444;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19482;Páros;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10621;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;22386;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;16938;Páros;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19094;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10052;Páros;1
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;19589;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;12460;Páros;9
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;17109;Páros;33
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18431;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;18014;Páros;5
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;20536;Páros;17
ec7dff72-94e9-47cb-bffc-04364fe6ec0a;10760;Páros;9
